Category,Size_in_Mb,Content Rating,Ad Supported,In App Purchases,Transformed_Rating
1.5,13.0,2.3,0,0,0
2.2,52.0,2.3,0,0,0
1.5,8.9,2.2,0,0,3
1.9,7.6,2.2,0,0,0
2.5,24.0,2.2,1,0,4
1.9,49.0,2.2,1,0,0
2.7,58.0,2.3,1,1,4
1.8,3.0,2.2,1,0,0
2.8,71.0,2.2,1,0,4
2.5,5.5,2.3,1,0,0
2.0,28.0,2.2,0,0,4
2.3,51.0,2.2,1,0,0
3.1,13.0,2.3,1,1,4
2.2,28.0,2.2,1,0,5
2.5,2.2,2.2,0,0,4
2.5,2.7,2.2,0,0,5
2.4,14.0,2.2,1,0,0
2.4,5.8,2.2,1,0,4
2.5,19.0,2.2,1,0,0
2.8,30.0,2.7,1,0,0
1.9,21.0,2.2,0,0,0
2.0,8.5,2.2,0,0,4
2.4,8.5,2.2,1,0,5
2.5,98.0,2.2,1,0,5
1.3,6.4,2.2,0,0,0
2.2,14.0,2.2,0,0,4
1.6,2.4,2.2,1,1,4
2.4,4.7,2.2,0,0,0
1.5,30.0,2.2,0,0,0
2.4,15.0,2.3,0,0,5
2.5,4.9,2.2,1,0,5
1.9,1.1,2.3,0,0,4
3.1,33.0,2.2,1,0,5
1.9,11.0,2.2,0,0,0
2.2,0.861328125,2.2,1,0,4
1.9,4.1,2.2,0,0,0
1.5,6.9,2.2,0,0,5
2.3,2.8,2.2,0,0,5
1.9,6.6,2.2,1,0,4
2.8,11.0,2.3,1,0,4
2.4,4.7,2.2,1,0,0
2.4,37.0,2.2,1,0,0
2.3,3.6,2.2,0,0,5
2.2,2.0,2.2,1,0,3
2.5,3.2,2.2,0,0,0
2.0,6.9,2.2,1,0,3
2.7,5.1,2.2,1,0,5
2.5,8.9,2.2,1,0,0
2.8,24.0,2.2,1,0,5
2.4,23.0,2.2,0,0,4
2.5,90.0,2.3,1,1,5
2.2,12.0,2.2,1,0,0
2.4,6.0,2.2,1,0,5
1.5,1.7,2.2,0,0,0
1.3,48.0,2.2,0,0,0
2.5,2.6,2.2,0,0,3
2.5,60.0,2.2,1,1,5
1.8,7.6,2.2,0,0,0
2.2,42.0,2.2,0,0,4
2.2,0.591796875,2.2,0,0,5
2.7,49.0,2.2,1,0,5
2.3,27.0,2.2,1,0,0
2.4,8.5,2.2,0,0,5
1.9,1.6,2.2,0,0,5
2.4,0.38671875,2.2,0,0,0
1.5,10.0,2.2,0,0,0
1.9,16.0,2.2,1,0,0
2.2,3.6,2.7,0,0,3
2.4,13.0,2.5,1,1,3
1.8,17.0,2.2,0,0,0
2.4,72.0,2.2,1,0,0
1.8,6.7,2.2,0,0,5
2.3,1.9,2.2,0,0,0
2.3,30.0,2.2,0,0,4
2.8,5.3,2.2,0,0,3
2.2,31.0,2.2,0,0,4
2.5,3.7,2.2,1,0,4
2.3,3.5,2.2,1,1,4
2.2,37.0,2.2,0,0,0
2.3,21.0,2.2,1,0,3
1.5,25.0,2.2,0,0,0
2.2,6.0,2.2,1,0,0
1.3,26.0,2.2,0,0,0
2.5,28.0,2.2,1,0,4
2.8,12.0,2.2,1,0,0
2.0,47.0,2.2,0,0,0
2.4,9.3,2.5,1,0,4
2.7,53.0,2.2,0,0,0
1.9,4.4,2.2,1,0,0
2.5,7.0,2.2,0,0,0
1.9,25.0,2.2,0,0,0
1.5,41.0,2.2,0,0,0
2.4,48.0,2.2,1,1,5
1.5,6.4,2.2,0,0,0
2.4,27.0,2.2,0,0,4
1.9,21.0,2.2,0,0,3
1.9,1.5,2.2,0,0,0
2.4,36.0,2.2,0,0,0
2.3,43.0,2.2,0,0,0
1.5,74.0,2.2,0,0,4
2.3,40.0,2.3,1,0,5
2.5,8.9,2.2,1,0,4
2.3,7.9,2.2,1,0,5
2.2,33.0,2.2,0,0,0
1.9,52.0,2.2,0,0,0
2.2,0.9365234375,2.2,0,0,5
2.3,25.0,2.3,1,0,3
3.2,9.9,2.2,0,0,4
1.5,11.0,2.2,1,1,5
2.5,37.0,2.2,1,0,3
2.1,4.8,2.2,0,0,0
1.9,70.0,2.2,0,0,5
1.5,6.0,2.2,0,0,0
2.5,25.0,2.2,1,0,4
2.3,8.4,2.2,1,0,5
2.1,1.5,2.2,0,0,4
1.4,19.0,2.2,0,0,0
2.0,31.0,2.2,0,0,3
2.3,33.0,2.2,1,1,4
2.2,7.7,2.2,0,0,0
2.8,13.0,2.2,1,0,4
2.8,19.0,2.2,1,0,5
2.4,36.0,2.2,1,0,0
2.2,16.0,2.3,0,0,0
1.7,24.0,2.2,0,0,0
2.5,79.0,2.2,1,1,3
2.9,5.2,2.2,0,0,0
1.8,3.6,2.2,0,0,0
1.7,13.0,2.2,1,0,3
2.2,15.0,2.2,1,0,0
1.9,6.5,2.2,0,0,4
1.9,23.0,2.3,0,0,5
1.9,6.1,2.2,0,0,3
1.3,8.5,2.2,1,1,4
2.4,2.7,2.2,0,0,4
2.4,5.5,2.2,0,0,2
2.8,23.0,2.2,0,0,0
2.5,19.0,2.2,1,0,5
3.2,58.0,2.2,1,0,3
1.7,67.0,2.2,0,0,5
2.1,27.0,2.2,0,0,0
2.2,7.5,2.3,1,0,4
2.4,36.0,2.3,0,0,5
1.5,3.2,2.2,0,0,0
2.3,7.9,2.2,1,0,0
2.3,1.9,2.2,0,0,0
2.4,8.3,2.2,0,0,0
2.5,9.7,2.2,1,1,5
1.6,1.6,2.2,0,0,0
2.7,60.0,2.2,1,0,4
2.1,43.0,2.2,1,0,0
2.4,13.0,2.2,0,1,4
1.9,36.0,2.2,0,0,0
2.2,18.0,2.2,1,0,4
2.0,26.0,2.2,1,0,0
2.2,4.1,2.3,1,0,4
2.6,3.8,2.2,1,1,5
2.5,19.0,2.2,1,0,3
1.9,7.0,2.2,1,0,5
2.5,13.0,2.2,1,0,4
2.2,19.0,2.2,0,0,0
2.8,6.4,2.2,1,0,0
2.2,4.3,2.2,1,0,4
1.9,47.0,2.2,0,0,5
2.4,6.4,2.2,0,0,0
2.3,4.9,2.3,1,0,0
2.4,9.3,2.2,1,0,4
2.4,8.4,2.2,1,0,4
2.3,4.1,2.2,1,0,3
2.2,12.0,2.2,0,0,4
2.4,11.0,2.2,1,1,4
1.9,25.0,2.2,0,0,0
2.3,17.0,2.2,1,0,4
2.3,7.5,2.2,0,0,4
2.2,3.8,2.2,1,0,0
2.5,10.0,2.2,0,0,5
2.4,5.5,2.3,0,0,0
2.1,52.0,2.2,0,0,0
1.9,63.0,2.2,0,0,0
2.1,12.0,2.5,1,1,5
2.2,31.0,2.2,1,0,5
2.2,9.9,2.2,0,0,4
2.4,37.0,2.2,1,0,5
2.3,6.1,2.2,1,0,4
1.4,9.4,2.2,0,0,0
2.2,5.3,2.2,0,0,4
2.4,19.0,2.2,0,0,0
2.4,15.0,2.5,1,0,0
2.2,8.8,2.2,1,0,5
1.6,109.0,2.2,0,0,0
2.5,7.4,2.2,0,0,0
3.4,94.0,2.7,0,0,4
1.6,101.0,2.2,0,0,0
2.3,47.0,2.2,0,0,0
1.5,19.0,2.2,0,0,0
2.1,7.3,2.2,0,0,5
1.7,32.0,2.2,0,0,0
1.9,4.7,2.2,0,0,0
2.2,6.3,2.2,1,0,4
1.8,18.0,2.2,1,0,0
1.9,23.0,2.2,0,0,0
2.9,4.3,2.2,1,0,4
2.2,2.2,2.2,0,0,0
1.5,26.0,2.2,0,0,5
2.4,6.7,2.2,1,0,0
2.5,156.0,2.2,0,1,4
1.3,6.1,2.2,0,0,5
2.5,3.7,2.2,1,0,4
2.8,4.5,2.2,1,0,4
2.4,2.8,2.2,1,0,0
1.5,2.8,2.2,0,0,0
2.4,5.3,2.2,0,0,4
3.2,28.0,2.2,1,0,3
2.0,20.0,2.2,1,0,5
2.2,63.0,2.2,0,0,4
2.5,7.3,2.2,1,0,5
1.7,369.0,2.2,0,0,2
2.3,6.3,2.2,1,0,4
2.2,20.0,2.2,0,0,3
3.1,42.0,2.3,0,1,4
1.9,2.5,2.2,1,0,4
1.9,9.6,2.2,0,0,0
2.5,10.0,2.2,0,0,5
2.3,24.0,2.2,1,0,0
2.1,4.1,2.2,0,0,5
2.3,7.3,2.2,1,0,5
2.1,25.0,2.2,0,0,0
1.9,4.5,2.2,0,0,0
2.2,1.7,2.2,0,0,0
2.3,17.0,2.2,1,1,4
2.2,0.861328125,2.2,1,0,5
2.2,5.3,2.2,0,0,3
1.3,29.0,2.2,0,0,0
3.2,49.0,2.2,1,0,4
2.5,22.0,2.2,1,0,0
1.5,20.0,2.2,0,0,0
2.7,20.0,2.2,1,0,4
3.2,52.0,2.2,1,1,3
1.4,10.0,2.2,0,0,0
2.3,3.3,2.2,1,0,4
1.9,24.0,2.2,0,0,0
2.5,22.0,2.2,0,0,0
2.7,89.0,2.2,1,0,0
1.7,18.0,2.2,0,0,0
1.8,34.0,2.2,0,0,0
1.8,38.0,2.2,0,0,0
2.8,37.0,2.2,1,0,0
1.8,19.0,2.2,1,0,0
2.5,3.0,2.2,0,0,4
1.3,4.2,2.2,1,0,5
2.7,1.1,2.2,0,0,3
2.7,25.0,2.3,1,0,5
2.5,14.0,2.2,1,0,0
1.9,0.048828125,2.2,0,0,5
2.5,11.0,2.2,1,0,0
2.8,22.0,2.2,1,0,0
2.5,23.0,2.2,1,1,4
2.5,3.0,2.2,1,0,0
1.9,5.4,2.2,1,0,4
2.4,21.0,2.2,1,0,4
2.4,1.6,2.2,1,0,4
3.2,37.0,2.2,1,0,4
2.2,16.0,2.2,0,0,0
2.2,26.0,2.2,1,1,4
2.5,5.5,2.2,1,0,4
3.3,41.0,2.7,1,0,4
2.5,4.6,2.2,1,0,5
1.5,184.0,2.2,0,0,5
2.3,9.8,2.2,0,0,0
1.9,30.0,2.2,0,0,0
1.9,43.0,2.2,1,0,5
2.5,13.0,2.2,0,0,0
1.9,12.0,2.2,0,1,3
2.4,8.1,2.2,1,0,5
1.4,10.0,2.2,0,0,0
1.4,20.0,2.2,1,0,0
2.0,14.0,2.2,0,0,0
2.5,4.6,2.2,1,0,0
1.3,8.8,2.2,0,0,3
1.7,1.7,2.2,1,0,4
2.5,0.7138671875,2.2,0,0,0
1.7,149.0,2.2,0,0,0
2.4,8.7,2.2,0,0,0
1.4,12.0,2.2,0,0,0
2.9,24.0,2.2,1,0,0
2.5,4.6,2.2,1,0,0
1.3,17.0,2.2,0,0,0
2.8,5.3,2.2,1,0,0
1.9,8.2,2.2,1,0,0
1.9,44.0,2.2,0,0,0
1.7,193.0,2.2,0,0,0
2.3,112.0,2.2,0,0,4
1.4,9.7,2.2,1,0,0
2.5,25.0,2.2,1,0,0
2.4,5.1,2.2,0,0,0
1.8,21.0,2.5,0,0,0
1.3,15.0,2.2,0,0,0
2.3,5.1,2.2,1,0,4
2.6,27.0,2.2,0,0,0
1.9,7.2,2.2,0,0,4
2.8,7.5,2.2,1,0,0
2.3,25.0,2.2,1,0,0
2.8,15.0,2.5,1,0,5
1.8,6.5,2.2,0,0,5
1.3,26.0,2.5,1,1,2
2.0,67.0,2.2,1,0,0
2.5,5.1,2.2,0,0,0
2.4,28.0,2.2,1,0,4
2.2,54.0,2.2,0,0,4
1.5,4.7,2.2,0,0,0
2.5,3.5,2.2,1,0,0
1.9,7.4,2.2,0,0,0
1.8,35.0,2.2,0,0,3
2.8,15.0,2.2,1,0,0
1.5,3.3,2.2,0,0,0
2.7,16.0,2.2,1,0,4
2.5,3.3,2.2,0,0,0
1.9,5.8,2.2,0,0,5
1.9,1.5,2.2,0,0,0
1.9,1.6,2.2,0,0,0
2.3,6.2,2.2,1,0,4
2.3,23.0,2.2,1,0,4
3.1,20.0,2.2,1,0,3
2.8,3.5,2.2,1,0,5
1.4,5.5,2.2,0,0,0
2.3,6.1,2.2,0,0,0
3.2,22.0,2.3,1,1,4
2.8,8.9,2.2,1,0,0
1.9,13.0,2.2,1,0,4
2.3,9.4,2.2,1,0,0
2.0,13.0,2.3,1,0,0
2.3,22.0,2.2,1,0,4
2.2,5.7,2.2,0,0,0
2.4,4.5,2.2,1,0,5
2.5,19.0,2.2,0,0,0
2.4,14.0,2.2,1,0,5
2.2,4.3,2.2,0,0,0
2.7,20.0,2.2,1,0,4
2.2,12.0,2.2,1,0,4
2.0,7.9,2.2,0,0,0
2.5,10.0,2.2,0,0,4
2.5,1.2,2.2,0,0,0
1.9,53.0,2.2,0,0,0
1.8,4.7,2.2,0,0,0
2.2,1.4,2.2,0,0,0
2.3,17.0,2.2,1,1,5
1.9,10.0,2.2,1,0,0
2.3,4.3,2.2,1,0,4
2.4,16.0,2.2,0,0,5
2.3,9.9,2.2,0,0,0
1.9,2.8,2.2,1,0,3
2.3,14.0,2.2,1,0,4
1.9,25.0,2.2,0,0,4
1.9,15.0,2.2,0,0,4
2.2,7.7,2.2,0,0,0
2.3,4.5,2.3,1,1,0
2.3,23.0,2.3,1,0,0
2.2,2.3,2.2,1,0,4
2.3,15.0,2.2,1,0,4
2.9,52.0,2.2,1,1,5
1.7,152.0,2.2,0,0,0
2.5,4.1,2.2,1,0,0
2.2,3.6,2.2,1,0,5
2.3,11.0,2.3,0,0,5
2.8,16.0,2.2,1,0,0
1.9,9.5,2.2,0,0,0
2.4,2.9,2.2,0,0,0
2.9,39.0,2.2,1,1,0
2.3,12.0,2.3,1,0,0
2.3,91.0,2.2,0,0,5
3.4,4.8,2.3,0,0,5
2.3,6.4,2.2,1,0,5
2.2,9.0,2.2,1,0,0
2.4,8.8,2.2,1,0,0
1.9,21.0,2.2,0,0,0
2.5,22.0,2.2,1,0,5
2.5,9.6,2.2,1,0,5
1.9,0.796875,2.2,0,0,5
1.6,27.0,2.2,0,0,0
1.9,20.0,2.2,1,0,0
2.0,7.2,2.2,1,1,5
2.7,14.0,2.2,1,1,0
2.3,4.0,2.2,0,0,0
2.4,5.4,2.2,0,0,0
2.3,37.0,2.2,0,0,5
1.9,2.4,2.2,0,0,4
2.5,7.2,2.2,1,0,4
2.3,8.8,2.3,1,0,4
2.4,57.0,2.2,1,0,0
2.5,5.8,2.7,1,0,4
1.5,21.0,2.2,0,0,4
2.4,3.3,2.2,1,1,2
2.4,7.7,2.2,1,0,4
2.5,4.4,2.2,0,0,5
2.2,9.0,2.2,0,0,0
2.5,17.0,2.2,1,1,4
2.5,17.0,2.2,1,0,4
1.4,11.0,2.2,0,0,0
2.3,4.7,2.2,0,0,0
2.3,2.8,2.2,1,0,0
2.5,3.6,2.2,1,0,3
2.2,7.0,2.2,0,0,0
2.4,23.0,2.2,1,0,0
1.5,1.2,2.2,0,0,5
2.3,24.0,2.2,1,0,3
2.7,28.0,2.2,1,0,4
2.8,6.0,2.3,1,0,0
1.9,23.0,2.2,0,0,0
2.2,6.1,2.2,0,0,0
2.8,12.0,2.2,1,0,3
2.3,3.0,2.2,1,0,0
2.2,8.0,2.2,0,0,4
1.9,34.0,2.2,0,0,0
3.2,23.0,2.2,1,0,3
2.9,53.0,2.2,1,0,4
2.9,31.0,2.2,1,0,5
2.0,3.8,2.2,1,0,0
2.1,9.9,2.2,0,0,0
2.4,5.2,2.2,1,0,4
2.5,31.0,2.7,1,1,4
1.7,17.0,2.2,0,0,3
2.4,6.6,2.2,1,0,4
2.3,1.5,2.2,0,0,4
2.1,30.0,2.2,0,0,5
2.5,27.0,2.2,1,0,5
2.3,7.6,2.2,1,1,4
2.5,33.0,2.2,0,0,0
1.5,5.1,2.2,0,0,5
1.5,12.0,2.7,0,0,0
2.0,9.0,2.2,0,0,4
1.5,7.3,2.3,0,0,0
1.9,4.3,2.2,1,0,4
2.7,45.0,2.3,0,0,2
2.4,58.0,2.2,0,1,0
2.3,63.0,2.2,1,0,5
2.0,17.0,2.2,0,0,0
2.2,4.4,2.2,0,0,4
2.5,34.0,2.2,0,0,0
2.0,18.0,2.2,0,0,3
1.5,4.5,2.2,0,0,0
2.5,6.2,2.2,0,0,0
2.4,25.0,2.2,1,0,0
2.5,6.3,2.2,0,0,0
2.5,22.0,2.2,1,0,0
2.4,2.8,2.2,1,0,5
1.5,10.0,2.2,1,0,0
1.9,9.6,2.2,0,0,0
2.5,48.0,2.2,1,1,0
2.5,2.0,2.2,1,0,4
3.2,34.0,2.2,1,0,4
1.5,6.0,2.2,0,0,0
2.5,4.2,2.2,1,0,0
2.1,9.6,2.3,1,0,0
2.2,85.0,2.2,1,0,0
2.4,57.0,2.5,0,0,0
2.3,7.2,2.2,0,0,0
2.5,6.8,2.2,1,0,4
2.9,4.9,2.5,1,0,4
2.2,13.0,2.2,0,0,0
1.9,11.0,2.2,0,0,5
1.9,4.1,2.2,1,0,0
2.3,6.2,2.3,1,0,0
2.4,8.1,2.2,1,0,0
1.3,4.3,2.2,0,0,4
1.9,33.0,2.2,0,0,4
2.9,78.0,2.2,1,0,3
1.9,52.0,2.7,1,0,4
2.2,0.5830078125,2.2,0,0,0
2.5,30.0,2.2,0,0,4
1.7,16.0,2.2,0,0,0
2.3,7.6,2.2,1,0,0
2.4,7.0,2.2,1,0,5
2.2,141.0,2.2,0,0,0
2.2,5.1,2.2,1,0,5
2.8,12.0,2.2,1,0,5
1.3,2.1,2.2,0,0,4
2.5,2.6,2.2,0,0,3
2.1,7.7,2.2,1,0,0
2.4,28.0,2.2,1,0,0
1.9,4.4,2.2,1,0,0
3.3,78.0,2.3,1,1,0
2.4,6.3,2.2,1,0,4
2.2,0.751953125,2.2,0,0,4
2.7,31.0,2.2,1,0,0
2.5,32.0,2.2,0,0,5
1.8,27.0,2.2,0,0,0
2.3,3.2,2.2,0,1,0
1.7,6.2,2.2,0,0,0
2.2,12.0,2.2,1,0,5
2.8,7.9,2.2,1,0,4
2.2,5.1,2.2,1,1,5
1.8,3.6,2.2,0,0,0
2.7,10.0,2.2,0,0,0
1.9,21.0,2.2,0,0,0
1.4,3.3,2.2,0,0,0
3.3,100.0,2.3,1,1,5
2.2,4.6,2.7,1,0,0
1.5,0.083984375,2.2,0,0,0
2.0,40.0,2.2,0,0,5
2.8,22.0,2.2,0,0,0
1.9,6.6,2.2,0,0,0
2.2,87.0,2.2,1,0,5
2.5,54.0,2.2,0,0,5
2.1,1.1,2.3,1,0,0
2.4,9.3,2.2,0,0,4
2.4,1.9,2.2,0,0,5
1.7,22.0,2.2,0,0,0
2.2,7.4,2.2,0,0,4
1.6,45.0,2.2,0,0,4
2.5,30.0,2.2,1,0,0
2.2,12.0,2.2,0,0,4
2.3,37.0,2.2,1,0,5
2.2,19.0,2.2,1,0,0
2.7,9.9,2.2,1,0,3
2.2,9.9,2.2,1,0,4
2.0,8.3,2.2,0,0,2
2.4,4.1,2.2,1,0,5
2.5,17.0,2.2,0,0,5
1.3,17.0,2.2,0,0,0
2.2,29.0,2.2,0,0,4
2.5,27.0,2.5,1,0,0
2.3,5.1,2.2,1,0,5
2.5,6.6,2.2,1,0,0
2.4,6.7,2.2,1,0,4
2.5,7.3,2.2,1,0,0
2.7,49.0,2.3,1,0,4
2.4,78.0,2.3,1,0,4
2.2,33.0,2.2,0,1,5
2.2,48.0,2.2,0,0,0
1.9,26.0,2.2,0,0,5
2.1,9.3,2.2,0,0,0
2.4,4.3,2.2,1,0,0
1.9,1.1,2.2,0,0,0
2.4,83.0,2.3,0,0,2
1.9,8.5,2.2,0,0,5
2.2,27.0,2.2,0,0,0
1.5,9.7,2.2,0,0,2
1.9,16.0,2.2,1,0,0
2.3,4.9,2.3,1,0,0
2.4,16.0,2.3,0,0,0
1.9,7.8,2.2,1,0,4
2.0,0.1845703125,2.2,0,0,4
2.7,37.0,2.2,0,1,5
2.5,55.0,2.2,1,0,5
1.9,11.0,2.2,0,0,0
2.1,52.0,2.2,0,0,4
3.0,90.0,2.2,0,0,5
2.5,5.1,2.7,1,0,5
1.9,31.0,2.2,0,0,0
2.4,12.0,2.5,1,0,0
1.8,1.9,2.2,0,0,4
1.5,27.0,2.2,0,0,0
2.4,7.9,2.3,1,0,0
1.9,9.7,2.2,0,0,5
2.9,6.2,2.2,0,0,4
2.5,30.0,2.2,0,0,0
2.5,2.6,2.2,1,0,0
2.3,4.1,2.2,1,0,3
2.4,14.0,2.3,1,0,0
2.4,21.0,2.2,0,0,3
2.5,19.0,2.2,0,0,4
2.9,97.0,2.2,1,0,4
2.2,7.4,2.5,1,0,4
1.4,46.0,2.3,0,0,0
2.7,15.0,2.2,1,0,0
1.7,3.1,2.2,0,0,4
2.4,30.0,2.2,0,0,0
2.2,70.0,2.2,0,0,0
1.5,5.4,2.2,1,0,0
2.3,17.0,2.2,1,0,5
1.9,54.0,2.2,0,0,0
2.3,32.0,2.2,1,0,0
1.4,7.7,2.2,0,0,2
2.5,9.8,2.2,0,0,5
2.5,70.0,2.2,1,1,4
2.4,31.0,2.2,0,0,2
1.9,33.0,2.2,1,1,3
2.2,19.0,2.2,1,1,4
1.9,0.904296875,2.2,0,0,0
2.8,8.5,2.2,1,0,4
2.4,9.8,2.2,1,1,5
3.4,64.0,2.2,1,1,4
2.3,45.0,2.2,1,0,4
3.2,21.0,2.2,1,1,4
2.9,8.4,2.2,0,0,4
1.6,23.0,2.2,0,0,0
2.5,65.0,2.2,0,0,4
1.5,7.4,2.2,0,0,5
2.9,105.0,2.2,0,1,0
2.8,9.7,2.2,1,0,0
1.7,3.2,2.2,0,0,4
2.3,4.2,2.2,1,0,0
2.4,21.0,2.2,1,0,3
1.3,26.0,2.2,0,0,0
2.3,18.0,2.3,1,0,0
2.5,8.4,2.2,1,0,5
2.7,6.8,2.2,1,0,0
2.3,5.5,2.2,0,0,4
2.2,12.0,2.2,0,0,0
1.9,11.0,2.2,0,1,4
1.9,34.0,2.2,0,0,0
2.4,9.9,2.3,0,0,0
2.5,21.0,2.2,1,0,4
1.4,17.0,2.2,0,0,0
2.3,15.0,2.2,1,0,5
2.5,32.0,2.2,1,0,0
2.5,23.0,2.2,0,0,4
2.7,8.6,2.2,1,1,3
1.9,50.0,2.2,0,0,5
2.7,22.0,2.2,0,0,4
2.3,20.0,2.2,1,0,5
2.0,1.2,2.2,0,0,0
2.5,4.6,2.2,0,0,5
2.3,19.0,2.2,1,0,0
2.2,49.0,2.2,1,0,4
2.5,24.0,2.2,0,0,4
3.3,24.0,2.2,1,0,4
1.8,22.0,2.2,0,0,0
2.5,18.0,2.2,1,0,5
2.2,6.1,2.2,0,0,0
2.7,30.0,2.3,0,0,4
2.0,49.0,2.2,0,0,3
2.8,9.7,2.2,1,0,0
2.9,30.0,2.2,1,0,4
2.2,24.0,2.2,1,0,5
2.4,17.0,2.5,1,0,2
2.4,21.0,2.2,1,0,3
1.3,8.7,2.2,0,0,0
2.2,13.0,2.2,0,0,0
2.4,8.9,2.2,1,0,5
2.4,5.1,2.2,0,0,4
1.9,37.0,2.2,0,0,0
2.2,20.0,2.2,0,0,4
2.5,31.0,2.2,1,0,0
2.5,7.4,2.2,1,0,0
2.2,4.0,2.3,1,0,0
1.9,3.9,2.2,0,0,5
2.2,1.7,2.2,0,0,5
2.4,45.0,2.2,1,1,0
2.3,4.9,2.2,1,0,4
1.7,14.0,2.2,0,0,0
2.5,96.0,2.2,1,0,5
2.3,2.7,2.2,0,0,0
2.3,8.2,2.2,0,0,5
2.4,14.0,2.2,0,1,4
1.7,99.0,2.2,0,0,0
2.5,7.3,2.2,0,0,0
2.8,0.970703125,2.2,0,0,4
2.8,2.0,2.2,1,0,4
2.5,8.0,2.2,1,0,4
2.3,2.3,2.2,1,0,4
1.9,26.0,2.2,0,0,5
2.7,33.0,2.2,1,0,5
2.2,1.9,2.2,0,0,0
2.3,5.0,2.2,0,1,0
2.2,4.9,2.3,1,0,0
2.0,1.4,2.2,0,0,5
2.5,11.0,2.2,1,0,4
2.2,5.2,2.2,1,0,5
1.9,6.9,2.2,1,0,3
2.4,8.2,2.2,1,0,4
1.9,10.0,2.2,1,0,3
2.2,40.0,2.2,0,0,0
1.7,48.0,2.2,0,0,0
1.9,2.1,2.2,1,0,0
2.8,11.0,2.2,1,0,0
2.2,5.3,2.3,1,0,0
1.8,4.5,2.2,0,0,0
2.3,1.8,2.2,0,0,5
2.4,9.2,2.7,1,0,0
1.9,7.8,2.2,0,0,0
2.4,6.2,2.2,1,0,5
2.4,65.0,2.2,0,0,3
1.8,22.0,2.2,0,0,0
2.8,22.0,2.3,1,1,4
1.5,8.2,2.2,0,0,0
1.9,17.0,2.2,0,0,0
2.2,52.0,2.2,0,0,4
1.9,1.6,2.2,0,0,5
2.4,4.5,2.2,1,0,0
2.4,2.5,2.2,0,0,5
2.2,53.0,2.2,0,0,0
2.4,7.9,2.2,0,0,2
2.2,16.0,2.2,1,0,0
2.5,26.0,2.7,1,0,0
1.9,63.0,2.3,1,1,4
1.9,7.6,2.2,0,0,3
3.0,39.0,2.2,1,0,0
2.5,43.0,2.2,0,0,4
2.2,9.9,2.2,0,0,4
2.7,20.0,2.2,1,1,5
1.3,29.0,2.2,0,0,0
2.4,15.0,2.2,0,0,4
2.3,4.1,2.2,0,0,3
2.5,25.0,2.2,1,0,4
1.5,9.1,2.2,0,0,0
2.3,8.3,2.2,1,0,0
2.3,12.0,2.2,1,1,4
2.7,18.0,2.2,1,0,0
1.9,17.0,2.2,0,0,0
1.8,2.3,2.2,0,0,0
2.3,6.6,2.2,1,0,0
2.4,1.5,2.2,0,0,5
3.3,34.0,2.7,1,0,4
2.3,3.3,2.2,1,0,4
2.5,26.0,2.2,1,0,4
1.5,8.4,2.2,0,0,0
2.4,14.0,2.2,1,0,4
2.4,7.5,2.2,1,1,0
1.5,10.0,2.2,0,0,4
2.8,28.0,2.2,1,0,4
1.4,4.1,2.2,1,0,3
1.3,7.3,2.2,1,0,0
2.2,9.8,2.2,1,0,0
2.1,36.0,2.5,0,0,0
3.1,11.0,2.2,1,0,4
2.5,56.0,2.2,0,0,5
2.5,11.0,2.3,0,0,0
2.4,3.2,2.7,0,0,4
2.2,5.0,2.2,0,0,5
2.2,8.3,2.2,0,0,5
2.2,9.9,2.3,0,0,4
2.8,6.3,2.2,1,0,4
2.2,4.9,2.2,0,0,4
2.1,37.0,2.2,0,0,4
2.4,7.5,2.2,1,0,0
1.4,13.0,2.2,0,0,0
2.8,6.8,2.5,1,0,4
1.5,7.6,2.2,1,1,4
1.8,23.0,2.2,0,0,0
2.5,29.0,2.2,0,0,0
2.4,32.0,2.2,1,0,5
1.4,8.4,2.2,0,0,0
1.3,18.0,2.2,0,0,0
2.2,59.0,2.2,0,0,4
1.9,25.0,2.2,0,0,0
2.4,16.0,2.2,1,0,0
2.2,7.9,2.2,1,0,4
2.4,21.0,2.2,1,0,5
1.7,17.0,2.2,1,1,5
2.2,142.0,2.2,0,0,0
2.7,11.0,2.2,1,0,3
2.3,3.5,2.2,1,0,4
2.3,2.4,2.2,1,0,4
3.2,2.6,2.2,0,0,2
2.3,25.0,2.3,0,0,0
1.4,9.6,2.2,0,0,4
2.5,7.2,2.3,1,0,0
2.4,12.0,2.2,1,0,5
2.1,3.0,2.2,1,0,4
2.4,6.1,2.2,1,0,5
1.9,7.4,2.2,1,0,5
2.5,19.0,2.2,0,0,5
1.9,12.0,2.2,0,0,4
2.9,35.0,2.2,1,1,4
2.5,43.0,2.7,1,0,4
1.6,6.8,2.2,0,0,5
1.9,14.0,2.2,0,0,5
1.4,19.0,2.2,0,0,4
2.7,11.0,2.2,0,0,0
2.2,48.0,2.2,1,0,4
2.2,19.0,2.2,0,0,5
2.1,5.8,2.2,1,0,0
2.2,37.0,2.2,1,0,0
1.7,7.2,2.7,0,0,5
2.2,82.0,2.5,1,0,0
2.2,27.0,2.2,1,0,0
2.4,25.0,2.3,0,0,0
2.4,2.9,2.2,1,0,5
2.5,9.9,2.2,0,0,0
1.5,27.0,2.2,0,0,0
1.6,16.0,2.2,0,1,5
2.5,33.0,2.2,1,0,0
