Category,Size_in_Mb,Content Rating,Ad Supported,In App Purchases,Transformed_Rating
1.8,5.7,2.2,1,0,3
2.7,9.2,2.2,1,0,5
2.2,5.1,2.2,1,0,4
2.5,16.0,2.2,1,1,3
2.5,40.0,2.2,1,0,5
1.9,39.0,2.2,0,0,0
2.3,5.6,2.2,1,0,5
2.5,38.0,2.2,0,0,0
1.7,6.0,2.2,1,0,4
2.8,8.5,2.2,1,0,4
2.0,11.0,2.2,1,0,4
2.4,8.5,2.2,1,0,4
2.5,1.5,2.2,0,0,3
3.2,90.0,2.2,1,1,4
2.4,7.7,2.2,1,0,3
2.4,24.0,2.2,1,0,0
2.2,9.1,2.3,1,1,5
1.9,7.3,2.2,1,0,4
1.4,3.5,2.2,0,0,4
2.3,8.2,2.2,0,0,4
2.5,7.5,2.2,1,0,3
2.3,3.6,2.2,0,0,0
1.5,8.4,2.2,0,0,0
2.4,6.4,2.2,1,0,4
2.5,26.0,2.2,0,0,5
2.5,6.6,2.2,0,0,0
1.7,3.3,2.2,0,0,0
2.2,7.3,2.2,0,0,5
2.4,16.0,2.2,1,0,4
2.3,3.3,2.2,0,0,0
2.7,8.8,2.2,1,0,0
2.5,55.0,2.2,1,0,0
1.9,14.0,2.2,0,0,0
2.2,14.0,2.2,1,0,4
2.4,16.0,2.3,1,0,5
2.4,8.3,2.3,0,0,3
2.4,32.0,2.2,1,0,4
2.2,3.7,2.2,1,1,4
2.1,2.1,2.2,0,0,5
1.9,3.5,2.2,1,0,3
2.1,41.0,2.2,0,0,0
2.2,1.5,2.2,0,0,0
1.9,3.2,2.2,1,0,5
2.3,8.4,2.2,0,0,4
2.3,7.6,2.2,1,0,4
2.3,13.0,2.2,0,0,0
2.3,93.0,2.2,0,0,0
1.5,3.5,2.2,0,0,0
2.8,9.9,2.2,1,0,0
2.5,2.7,2.2,1,0,2
2.1,12.0,2.2,0,0,0
2.5,9.8,2.2,0,0,0
2.0,1.4,2.2,0,0,4
2.1,4.0,2.2,0,0,4
1.9,16.0,2.2,0,0,5
2.2,16.0,2.2,1,1,4
2.4,1.3,2.2,1,0,5
2.5,6.0,2.2,1,0,0
2.4,5.6,2.2,1,0,0
2.5,1.1,2.2,1,0,0
2.4,11.0,2.3,1,1,4
2.2,9.0,2.2,1,0,0
2.3,3.4,2.2,1,0,4
2.4,28.0,2.2,0,0,0
1.9,10.0,2.3,0,0,5
2.5,4.2,2.2,1,0,0
2.5,1.2,2.2,1,0,4
2.2,37.0,2.2,0,0,0
2.0,4.5,2.2,0,0,0
2.8,7.3,2.2,1,0,4
2.2,4.1,2.2,0,0,0
2.4,6.8,2.2,1,0,0
2.3,3.1,2.2,1,0,0
2.7,35.0,2.2,1,1,5
2.5,1.6,2.2,1,1,5
2.5,10.0,2.2,1,0,0
2.3,1.7,2.2,0,0,1
3.2,29.0,2.2,1,0,0
2.2,15.0,2.2,0,0,4
1.8,10.0,2.2,1,0,0
2.5,4.4,2.2,1,0,0
3.2,35.0,2.2,1,0,2
1.5,4.7,2.2,0,0,0
2.3,5.8,2.2,0,0,5
2.5,73.0,2.2,1,1,4
2.2,69.0,2.2,1,0,0
2.2,3.3,2.2,1,0,0
1.5,7.8,2.2,0,0,0
2.4,8.6,2.2,1,0,2
1.4,5.9,2.3,0,0,0
2.5,3.5,2.2,0,0,0
1.9,6.7,2.2,0,0,5
2.5,13.0,2.2,1,0,0
2.4,27.0,2.2,1,0,0
1.3,8.7,2.2,1,0,0
1.4,4.2,2.2,0,0,0
1.8,8.4,2.2,0,0,0
2.8,8.0,2.3,0,0,4
2.5,40.0,2.2,1,0,3
2.4,27.0,2.7,1,1,4
2.5,47.0,2.2,1,0,4
2.5,3.0,2.2,0,0,5
1.9,23.0,2.2,1,0,0
2.2,5.2,2.3,1,0,0
2.3,1.3,2.2,0,0,5
2.2,52.0,2.2,0,0,0
1.9,36.0,2.2,0,0,0
1.3,11.0,2.2,1,0,0
2.8,12.0,2.2,1,0,0
2.5,1.5,2.2,0,0,0
2.5,5.7,2.2,1,0,3
2.5,1.5,2.2,0,0,2
2.2,70.0,2.2,1,0,5
1.4,22.0,2.2,0,0,0
1.8,52.0,2.2,1,0,5
2.2,96.0,2.2,1,0,0
2.2,23.0,2.2,0,0,3
1.7,82.0,2.2,0,0,0
1.9,2.2,2.2,0,0,0
2.4,25.0,2.2,1,0,0
2.5,21.0,2.2,0,0,5
2.0,4.8,2.2,0,0,4
1.9,10.0,2.2,0,0,5
1.9,8.4,2.2,1,0,5
1.5,52.0,2.3,1,0,4
1.6,36.0,2.2,0,0,5
1.6,24.0,2.2,0,0,5
2.5,12.0,2.2,1,0,3
1.9,25.0,2.2,0,0,0
1.9,5.1,2.2,0,0,0
2.4,21.0,2.2,1,0,0
2.4,14.0,2.2,0,0,4
2.2,5.0,2.2,1,0,0
2.8,9.2,2.2,1,0,4
2.4,17.0,2.2,1,0,5
2.4,70.0,2.2,1,0,3
2.5,12.0,2.2,1,0,5
2.4,2.5,2.2,1,0,4
2.7,30.0,2.2,1,1,4
3.2,37.0,2.7,1,0,3
1.9,3.3,2.2,1,0,0
1.9,15.0,2.2,1,0,0
2.2,10.0,2.2,0,0,0
1.9,39.0,2.2,0,0,2
1.5,12.0,2.2,0,0,0
2.7,20.0,2.3,1,0,4
2.3,2.4,2.2,0,0,0
2.5,18.0,2.2,1,0,4
2.4,6.2,2.2,1,0,4
2.5,23.0,2.5,1,0,4
2.3,8.6,2.3,1,0,0
1.9,9.2,2.2,1,0,0
2.8,27.0,2.2,0,0,0
2.3,91.0,2.2,0,0,0
2.5,33.0,2.2,0,1,3
2.5,6.0,2.2,1,0,0
2.4,3.9,2.2,0,0,0
2.4,2.7,2.2,1,0,4
2.3,4.4,2.2,0,0,0
1.6,6.1,2.2,0,0,0
1.9,4.3,2.2,0,0,0
1.7,31.0,2.2,0,0,0
1.3,1.5,2.2,0,0,4
2.5,2.0,2.2,1,0,5
2.2,1.2,2.2,1,0,5
2.2,2.9,2.2,1,0,3
1.7,13.0,2.2,1,0,0
2.2,6.4,2.2,0,0,0
1.8,6.4,2.3,0,0,3
2.4,23.0,2.2,0,0,4
1.9,26.0,2.2,0,0,0
2.5,2.2,2.7,1,0,0
1.7,3.6,2.2,0,0,0
2.2,5.5,2.2,1,0,0
2.3,5.1,2.2,0,0,5
2.0,3.9,2.2,1,0,4
2.5,11.0,2.2,1,0,0
2.1,4.3,2.2,0,0,0
1.5,24.0,2.2,0,0,0
2.5,10.0,2.2,1,0,5
2.3,69.0,2.5,1,0,4
2.5,25.0,2.2,0,0,3
2.3,94.0,2.2,1,0,5
1.5,19.0,2.2,1,0,0
2.3,8.6,2.2,1,0,5
1.7,10.0,2.2,0,0,0
1.6,5.2,2.2,0,0,2
1.7,1.4,2.2,0,0,5
1.5,3.0,2.3,0,0,4
1.9,47.0,2.2,0,0,0
1.4,3.3,2.2,0,0,0
1.5,2.0,2.2,0,0,3
1.9,4.6,2.2,1,0,4
2.4,12.0,2.2,1,0,4
2.3,4.2,2.2,1,0,4
2.8,1.2,2.2,1,0,5
2.4,31.0,2.2,1,0,0
2.7,6.3,2.2,1,0,0
2.3,4.4,2.2,1,0,4
2.4,6.4,2.2,1,0,4
2.4,12.0,2.2,0,0,4
1.7,49.0,2.2,0,0,3
2.2,6.5,2.2,1,0,4
2.3,51.0,2.2,1,0,3
1.3,14.0,2.2,0,0,0
1.7,21.0,2.2,1,0,0
2.7,3.3,2.2,1,0,4
2.4,27.0,2.2,1,1,4
2.0,4.3,2.2,1,0,5
2.3,34.0,2.2,0,1,2
2.4,68.0,2.2,0,0,3
2.7,63.0,2.2,1,1,5
2.8,12.0,2.2,1,0,4
1.9,13.0,2.2,0,0,0
2.5,46.0,2.2,1,0,0
2.7,11.0,2.2,1,0,0
2.2,24.0,2.2,0,0,4
2.5,28.0,2.2,1,0,0
2.8,49.0,2.2,1,1,4
2.4,39.0,2.3,1,0,5
2.5,33.0,2.2,1,0,2
2.0,25.0,2.2,1,0,4
2.2,7.6,2.3,1,0,0
2.0,7.5,2.2,1,0,4
1.9,50.0,2.2,0,0,5
2.8,9.0,2.2,1,0,5
2.7,28.0,2.2,1,0,0
2.3,13.0,2.2,1,1,4
2.2,18.0,2.2,0,0,0
1.5,9.5,2.2,0,0,0
2.5,11.0,2.2,1,0,0
2.2,5.7,2.2,1,0,4
1.5,4.4,2.2,0,0,0
2.2,24.0,2.2,0,0,0
3.4,48.0,2.3,1,0,4
1.3,3.3,2.2,0,1,0
1.9,5.5,2.2,0,0,0
2.5,1.9,2.7,1,1,3
1.4,3.6,2.2,0,0,4
3.2,73.0,2.2,1,1,4
2.1,1.7,2.2,0,0,0
2.4,1.7,2.2,0,0,3
1.5,6.8,2.3,0,0,0
1.9,32.0,2.2,0,0,0
1.5,6.2,2.2,0,0,0
2.0,1.8,2.2,1,0,0
2.5,63.0,2.2,1,0,0
1.9,1.8,2.2,0,0,5
1.4,9.1,2.2,1,0,0
1.3,9.1,2.2,1,0,0
3.2,84.0,2.3,1,0,5
2.4,4.3,2.3,1,0,4
2.2,3.3,2.2,1,0,0
2.2,5.6,2.3,1,0,0
1.9,29.0,2.2,0,0,0
1.9,5.3,2.2,1,0,5
2.1,43.0,2.2,0,0,0
1.3,5.3,2.2,0,0,0
2.2,4.5,2.2,0,0,0
2.3,6.3,2.3,1,0,0
1.3,2.8,2.2,1,0,4
2.4,6.3,2.2,1,0,5
1.5,12.0,2.2,0,0,5
1.9,32.0,2.2,0,0,4
2.5,36.0,2.2,1,0,4
2.7,4.7,2.2,1,1,0
2.1,11.0,2.2,1,0,3
2.4,9.7,2.2,0,0,4
1.9,20.0,2.2,0,0,0
2.7,62.0,2.2,1,0,4
1.9,9.1,2.2,1,0,4
2.4,5.0,2.2,1,1,4
2.7,26.0,2.2,1,1,4
2.8,5.1,2.2,0,0,0
1.8,4.5,2.2,0,0,3
1.9,25.0,2.3,0,1,5
2.4,75.0,2.2,0,0,0
1.3,13.0,2.2,0,0,5
2.7,3.0,2.2,1,0,0
2.8,11.0,2.2,1,0,5
2.8,9.1,2.3,1,0,5
2.3,14.0,2.2,0,0,0
1.7,14.0,2.2,0,0,0
2.5,23.0,2.2,1,0,4
2.4,5.5,2.2,0,0,5
1.9,38.0,2.2,1,0,0
2.4,4.0,2.3,1,1,4
2.4,15.0,2.2,0,0,0
2.5,2.9,2.2,0,0,0
1.4,12.0,2.3,1,0,5
2.4,73.0,2.2,1,0,4
2.5,5.8,2.3,1,0,4
2.5,2.6,2.2,1,0,0
2.0,44.0,2.2,0,1,4
1.3,5.8,2.2,0,0,0
2.5,6.0,2.2,1,0,0
1.8,7.7,2.2,0,0,0
2.5,14.0,2.2,1,0,0
2.3,13.0,2.2,1,0,5
2.5,25.0,2.2,1,0,0
2.5,22.0,2.2,1,0,4
2.0,3.7,2.2,0,0,0
2.4,29.0,2.2,1,1,3
1.9,0.67578125,2.2,0,0,0
2.4,17.0,2.2,1,0,5
2.2,5.3,2.2,1,0,5
2.0,48.0,2.2,0,0,0
1.9,28.0,2.2,0,0,0
2.4,31.0,2.2,1,0,4
2.5,9.7,2.2,1,0,5
2.4,8.3,2.2,1,0,4
2.4,3.9,2.2,0,0,0
1.9,1.6,2.2,0,0,3
1.9,33.0,2.2,0,0,3
2.1,57.0,2.3,1,0,4
2.7,10.0,2.2,1,0,5
1.4,17.0,2.2,0,0,0
1.9,11.0,2.5,0,0,0
2.5,4.0,2.2,1,0,4
2.5,13.0,2.2,1,1,2
2.1,34.0,2.2,0,0,4
1.5,13.0,2.2,1,0,0
2.3,9.9,2.2,0,0,4
2.5,1.7,2.2,0,0,0
2.3,15.0,2.2,0,0,3
1.9,16.0,2.3,0,0,4
2.5,2.0,2.2,1,0,3
2.2,8.1,2.2,1,0,4
2.4,3.2,2.3,1,0,0
2.1,32.0,2.2,0,0,0
2.1,2.0,2.2,0,0,5
1.9,1.1,2.2,0,0,0
1.5,145.0,2.2,0,0,3
2.9,16.0,2.2,1,1,4
1.5,5.8,2.2,0,0,5
1.3,17.0,2.2,0,0,0
2.5,26.0,2.2,1,0,4
2.5,4.2,2.2,1,0,0
1.3,30.0,2.2,0,0,0
2.9,42.0,2.2,1,1,5
2.0,8.7,2.2,1,0,5
1.5,13.0,2.2,0,0,0
1.8,8.5,2.2,0,0,5
2.3,3.6,2.2,1,0,4
2.5,8.8,2.2,1,0,5
2.5,7.5,2.2,0,0,4
2.4,4.6,2.2,0,0,3
2.4,16.0,2.2,1,0,4
2.2,15.0,2.2,0,0,5
2.7,21.0,2.2,1,0,5
2.8,9.6,2.3,1,0,0
1.9,7.9,2.2,1,0,0
1.9,4.8,2.3,0,0,0
2.2,5.3,2.3,1,0,0
1.5,9.0,2.2,0,0,0
2.4,10.0,2.2,1,0,0
1.5,23.0,2.2,1,0,5
1.3,2.6,2.2,0,0,0
1.6,4.9,2.2,0,0,0
1.9,5.6,2.2,0,0,4
1.3,3.7,2.2,1,0,0
1.9,0.671875,2.2,0,0,0
1.7,4.1,2.2,1,0,5
1.7,30.0,2.3,0,0,5
1.9,12.0,2.2,1,0,5
2.3,37.0,2.3,1,0,0
2.2,6.9,2.2,1,0,0
2.5,4.4,2.2,1,0,0
1.5,2.6,2.2,0,0,0
1.8,6.0,2.2,0,0,3
2.3,52.0,2.2,0,0,0
1.9,1.6,2.2,0,0,5
2.8,22.0,2.2,1,0,0
2.5,14.0,2.2,1,1,4
2.5,18.0,2.2,1,0,0
1.9,52.0,2.2,0,0,5
1.9,1.3,2.2,0,0,0
2.8,8.5,2.2,0,1,4
2.3,20.0,2.2,0,0,0
2.4,16.0,2.3,0,0,3
2.1,3.4,2.2,0,0,2
2.4,1.9,2.2,0,0,3
2.8,16.0,2.2,0,0,5
2.8,22.0,2.2,1,0,0
1.7,36.0,2.2,0,0,0
2.2,14.0,2.2,1,0,0
1.5,57.0,2.2,0,0,4
1.8,51.0,2.2,0,0,0
2.4,11.0,2.2,1,0,4
2.3,14.0,2.2,0,1,0
2.4,2.4,2.2,0,0,4
2.9,3.4,2.2,1,0,5
2.8,26.0,2.2,1,0,5
2.3,11.0,2.2,0,0,0
2.8,17.0,2.2,1,0,4
3.1,21.0,2.2,1,1,5
2.3,3.4,2.2,1,0,2
2.8,47.0,2.2,0,0,0
2.7,9.6,2.2,1,0,0
1.9,13.0,2.2,0,0,0
2.4,24.0,2.2,1,0,3
2.2,42.0,2.2,0,0,4
2.2,2.3,2.2,1,0,4
2.8,1.2,2.2,1,0,4
1.9,5.7,2.2,0,0,5
2.4,4.3,2.2,0,0,0
2.5,19.0,2.2,0,0,0
1.9,11.0,2.2,0,0,0
2.5,7.3,2.2,1,0,5
2.4,7.9,2.2,0,0,4
2.5,36.0,2.7,1,1,3
1.3,2.5,2.2,0,0,0
2.5,11.0,2.2,0,0,0
1.5,12.0,2.2,1,0,4
2.7,104.0,2.2,1,1,4
1.9,36.0,2.2,0,0,0
1.9,7.9,2.2,1,0,5
2.2,11.0,2.2,1,0,5
2.8,37.0,2.2,1,0,0
2.2,1.4,2.2,0,0,5
1.4,7.2,2.2,0,0,4
2.1,13.0,2.2,0,0,3
1.9,91.0,2.2,0,0,0
2.3,4.7,2.2,0,0,0
1.9,11.0,2.2,0,0,0
2.4,35.0,2.2,0,0,0
1.8,14.0,2.2,0,0,0
2.3,2.9,2.2,1,0,4
1.9,20.0,2.3,0,0,4
2.2,8.6,2.5,1,0,4
2.5,5.6,2.2,0,0,3
2.2,6.7,2.2,0,0,0
1.9,52.0,2.2,0,0,0
2.3,47.0,2.2,0,0,0
2.3,43.0,2.3,1,0,4
1.8,8.4,2.2,0,0,0
2.8,29.0,2.5,1,0,4
2.5,27.0,2.2,1,0,4
2.0,4.3,2.2,0,0,0
2.3,16.0,2.2,1,0,5
1.8,5.1,2.2,0,0,0
2.8,40.0,2.3,0,1,3
2.2,54.0,2.2,1,0,0
2.2,11.0,2.2,1,0,0
2.0,4.9,2.2,0,0,0
2.1,23.0,2.2,0,0,5
1.4,5.3,2.2,0,0,5
2.5,26.0,2.2,1,1,0
2.3,7.3,2.2,0,0,0
3.1,18.0,2.2,0,0,5
2.5,16.0,2.2,1,0,0
1.9,5.0,2.2,0,0,0
2.4,7.2,2.2,1,0,5
2.0,19.0,2.2,1,0,4
2.4,34.0,2.2,0,0,0
2.2,8.3,2.5,1,0,0
2.8,6.1,2.2,1,0,4
2.8,24.0,2.3,1,0,4
2.5,3.9,2.2,1,1,5
2.2,3.9,2.7,1,0,0
2.4,20.0,2.2,0,0,4
2.0,40.0,2.2,0,0,5
2.7,48.0,2.3,1,0,0
2.3,6.8,2.2,1,0,0
2.4,8.9,2.2,0,1,3
2.5,18.0,2.2,1,0,5
2.3,20.0,2.2,0,0,5
1.5,27.0,2.2,0,0,0
2.5,10.0,2.2,1,0,5
1.5,3.2,2.2,0,0,0
2.8,30.0,2.2,1,0,2
2.2,6.2,2.2,1,0,5
2.0,1.5,2.2,0,0,0
1.7,3.6,2.2,1,0,0
1.7,7.4,2.3,1,0,0
1.7,7.6,2.2,0,0,0
2.4,6.6,2.2,1,0,5
2.5,2.9,2.2,1,0,0
1.9,5.3,2.2,0,0,5
2.7,15.0,2.2,1,0,4
1.9,3.3,2.2,1,0,4
2.4,46.0,2.2,0,0,4
2.0,17.0,2.2,1,0,0
2.5,27.0,2.2,1,0,0
1.5,10.0,2.2,0,0,4
2.4,26.0,2.3,0,0,0
2.8,0.0888671875,2.2,0,0,4
2.4,3.2,2.2,1,0,0
2.2,19.0,2.2,0,0,0
2.3,28.0,2.2,1,0,5
2.3,6.5,2.2,0,0,5
2.2,5.5,2.2,1,0,4
2.5,13.0,2.2,1,1,4
2.5,66.0,2.5,1,1,4
2.2,9.1,2.2,1,0,0
2.0,4.0,2.2,1,0,0
2.3,2.1,2.2,1,0,4
2.9,6.3,2.2,0,0,4
2.1,1.7,2.2,1,0,0
1.5,28.0,2.2,0,0,5
2.5,54.0,2.3,1,1,4
2.3,12.0,2.7,0,0,5
2.5,17.0,2.2,1,0,4
2.4,3.9,2.2,0,0,0
2.8,24.0,2.7,1,0,0
1.7,39.0,2.2,1,1,5
2.4,7.0,2.3,0,0,0
2.3,2.4,2.2,1,0,0
1.9,56.0,2.2,0,0,3
2.3,6.1,2.2,0,1,5
1.9,7.2,2.2,1,0,4
2.3,5.2,2.2,1,0,5
1.9,4.6,2.5,0,0,0
1.9,47.0,2.2,0,0,0
1.7,153.0,2.2,0,0,0
2.0,8.1,2.2,0,0,0
2.5,13.0,2.2,0,1,5
1.9,9.1,2.2,0,0,0
2.5,11.0,2.2,1,0,0
2.4,11.0,2.3,1,0,0
1.9,9.2,2.2,1,0,4
1.9,3.6,2.2,0,0,0
2.2,35.0,2.3,1,0,5
2.2,40.0,2.2,1,0,5
2.5,12.0,2.2,0,0,0
2.4,3.8,2.2,0,0,0
2.2,4.9,2.2,1,0,4
2.4,36.0,2.3,0,0,5
2.5,2.6,2.2,1,0,0
1.9,26.0,2.2,0,1,3
2.4,15.0,2.2,0,0,4
1.8,0.453125,2.2,0,0,0
1.9,4.1,2.2,0,0,5
2.3,8.3,2.3,1,0,5
2.2,9.7,2.2,0,0,0
2.4,12.0,2.2,0,0,2
1.9,12.0,2.2,1,0,5
2.5,3.3,2.2,1,0,0
2.4,13.0,2.2,0,0,0
2.5,32.0,2.2,1,0,0
1.5,10.0,2.2,1,0,5
1.9,4.1,2.2,1,0,2
2.0,5.1,2.2,0,0,5
1.3,4.6,2.2,0,0,5
1.5,11.0,2.2,0,0,0
3.1,3.2,2.2,0,0,0
2.2,8.5,2.3,1,0,0
2.0,3.7,2.2,1,0,4
2.4,46.0,2.2,1,0,3
1.3,0.3466796875,2.2,0,0,0
2.1,13.0,2.2,0,0,3
2.2,9.1,2.3,1,0,0
2.5,8.0,2.2,1,0,4
2.5,21.0,2.2,1,0,5
2.2,2.5,2.2,1,0,0
2.3,11.0,2.2,0,0,0
1.9,4.9,2.2,0,0,0
2.4,20.0,2.2,1,0,5
2.7,22.0,2.3,1,0,4
1.3,1.9,2.2,0,0,0
1.9,4.4,2.2,0,0,0
2.3,17.0,2.2,0,0,5
2.8,113.0,2.7,1,1,5
2.5,60.0,2.2,1,0,4
2.3,1.6,2.2,0,0,0
2.3,81.0,2.2,1,0,4
2.5,4.4,2.3,1,0,4
2.1,44.0,2.2,1,0,4
2.4,9.9,2.2,1,0,4
1.8,1.3,2.2,0,0,0
2.7,100.0,2.2,1,1,4
2.4,7.8,2.2,1,1,4
1.7,2.0,2.2,1,1,4
1.5,30.0,2.2,0,0,4
2.3,7.7,2.2,0,0,0
2.5,2.1,2.3,1,0,4
2.3,4.8,2.2,0,0,3
2.5,47.0,2.2,0,0,0
1.4,12.0,2.2,0,0,0
2.8,7.4,2.2,1,0,3
2.3,1.3,2.2,0,0,0
1.7,4.7,2.2,1,0,0
2.8,4.3,2.3,0,0,4
2.2,6.4,2.3,1,0,0
2.0,8.5,2.2,1,0,5
2.2,22.0,2.2,0,0,0
2.5,2.3,2.2,1,0,4
1.3,12.0,2.2,0,0,0
2.8,16.0,2.2,1,0,5
2.4,1.6,2.2,0,0,0
2.3,6.9,2.2,1,0,0
1.9,4.7,2.2,0,0,0
2.8,6.5,2.2,1,1,0
2.5,28.0,2.2,0,0,5
2.5,20.0,2.2,1,0,0
1.5,7.5,2.2,1,0,0
2.1,8.2,2.2,0,0,0
1.9,16.0,2.2,0,0,4
2.4,3.9,2.2,1,0,0
1.3,17.0,2.2,0,0,0
2.2,2.9,2.2,1,0,5
2.7,67.0,2.3,1,1,4
2.8,1.6,2.2,1,0,3
1.7,6.1,2.2,1,0,4
2.4,35.0,2.2,1,0,0
1.7,49.0,2.2,0,0,4
2.5,13.0,2.2,0,0,4
1.5,26.0,2.2,0,0,0
2.3,22.0,2.2,0,0,5
2.3,5.6,2.3,1,0,0
3.2,51.0,2.2,1,0,2
2.5,18.0,2.3,1,0,0
2.2,5.5,2.2,1,0,4
3.1,62.0,2.3,1,1,4
2.3,12.0,2.2,0,0,4
1.3,33.0,2.2,0,0,0
2.3,20.0,2.2,1,1,4
2.3,3.7,2.2,1,0,0
2.4,31.0,2.2,1,0,4
2.0,63.0,2.2,0,0,0
2.8,8.4,2.2,1,0,5
2.2,4.8,2.2,0,0,0
1.5,75.0,2.2,0,0,0
2.5,7.0,2.3,1,0,0
1.8,45.0,2.2,0,0,0
1.9,11.0,2.2,0,0,0
2.8,19.0,2.2,1,0,4
1.7,9.6,2.2,0,0,0
2.4,28.0,2.2,1,0,5
2.1,8.7,2.2,0,0,4
1.9,16.0,2.2,0,0,0
2.5,5.6,2.2,0,0,0
2.2,55.0,2.2,1,0,0
2.1,1.9,2.2,0,0,0
2.5,6.1,2.2,1,0,5
1.9,12.0,2.2,0,0,2
2.2,20.0,2.2,0,0,0
1.7,153.0,2.2,0,0,0
2.3,8.3,2.3,1,0,0
1.5,5.2,2.2,0,0,4
2.8,2.5,2.2,1,0,0
1.8,15.0,2.2,0,0,3
1.3,17.0,2.2,0,0,0
2.7,31.0,2.2,1,0,4
2.2,100.0,2.2,1,0,5
2.4,9.3,2.2,1,0,5
2.5,4.4,2.2,1,0,4
1.9,59.0,2.7,1,1,4
2.9,5.2,2.2,1,0,3
1.9,11.0,2.2,0,0,4
2.2,7.7,2.2,1,0,0
1.9,65.0,2.2,0,0,0
1.8,7.6,2.2,0,0,3
1.4,2.1,2.2,1,0,0
2.3,7.1,2.2,1,0,0
1.7,4.0,2.2,0,0,4
2.4,76.0,2.2,1,0,4
1.4,11.0,2.2,0,0,0
2.4,3.5,2.2,0,0,3
2.3,5.6,2.3,1,0,0
3.1,5.3,2.2,0,0,4
1.9,5.9,2.2,0,0,0
1.9,29.0,2.2,0,0,0
1.9,3.3,2.2,1,0,3
1.9,12.0,2.2,0,0,0
2.5,2.7,2.2,0,0,0
2.3,8.3,2.2,0,0,4
1.9,1.4,2.2,0,0,5
2.3,23.0,2.2,1,0,4
1.9,7.0,2.2,1,0,5
2.5,10.0,2.2,0,0,0
2.8,6.7,2.2,1,0,4
2.6,5.5,2.2,1,0,0
2.5,12.0,2.2,1,0,0
2.2,14.0,2.2,0,0,0
2.3,6.7,2.2,1,0,3
1.9,27.0,2.2,0,0,0
1.5,7.7,2.2,0,0,0
2.4,21.0,2.3,0,1,5
1.4,8.2,2.2,1,0,5
2.5,31.0,2.2,0,0,5
2.2,2.1,2.2,0,1,0
1.9,2.8,2.2,1,0,0
2.4,36.0,2.2,0,0,3
2.2,1.7,2.2,0,0,0
2.4,8.4,2.2,1,0,0
1.9,53.0,2.2,0,0,5
1.9,5.2,2.2,0,1,4
1.7,36.0,2.2,0,0,0
1.9,2.9,2.2,1,0,0
2.4,10.0,2.2,0,0,0
2.4,0.130859375,2.2,0,1,4
2.8,17.0,2.2,1,0,0
2.5,18.0,2.2,1,0,0
2.5,9.6,2.2,0,0,5
1.4,7.4,2.2,1,0,0
2.4,5.0,2.2,1,0,4
1.9,26.0,2.2,0,0,0
2.4,5.6,2.3,0,0,0
2.7,8.1,2.2,1,0,4
2.5,6.3,2.2,1,0,0
2.3,6.3,2.2,1,0,3
2.3,8.0,2.2,0,0,4
2.5,20.0,2.2,1,0,5
2.5,44.0,2.2,0,0,3
2.5,27.0,2.2,0,0,0
1.9,61.0,2.3,0,0,5
1.5,62.0,2.2,0,0,3
2.5,9.9,2.2,1,0,3
2.4,19.0,2.3,1,0,0
2.8,14.0,2.2,1,0,3
1.5,58.0,2.2,0,0,0
1.9,53.0,2.2,0,0,5
1.9,2.0,2.2,1,0,4
2.4,3.6,2.2,0,0,4
2.8,14.0,2.2,1,0,0
2.4,12.0,2.2,1,0,0
1.5,16.0,2.2,0,0,3
2.9,68.0,2.2,1,0,0
2.5,32.0,2.2,1,0,0
2.2,3.1,2.3,1,0,5
2.0,6.4,2.2,1,0,4
2.2,57.0,2.2,0,0,5
1.5,12.0,2.2,0,0,0
2.8,3.7,2.2,1,0,4
2.7,1.4,2.2,0,0,5
2.4,19.0,2.2,0,0,2
2.7,3.0,2.2,1,0,3
2.6,34.0,2.2,1,1,3
1.9,31.0,2.2,0,0,0
1.8,1.6,2.2,0,0,5
1.4,4.7,2.2,0,0,5
2.3,3.7,2.2,0,0,5
2.5,32.0,2.2,0,0,5
2.3,4.9,2.3,1,0,0
1.3,1.1,2.2,0,0,0
2.2,95.0,2.2,1,0,0
2.3,3.1,2.2,1,0,4
2.3,13.0,2.2,0,0,4
2.4,5.1,2.3,1,0,0
2.8,2.7,2.2,1,0,4
2.4,9.3,2.2,1,0,0
2.5,30.0,2.2,0,0,0
2.3,3.9,2.2,1,0,0
1.8,6.4,2.2,0,0,0
2.7,11.0,2.2,0,0,4
1.9,127.0,2.2,0,0,0
2.5,39.0,2.2,0,0,5
2.5,13.0,2.2,1,0,0
2.8,9.4,2.2,1,0,0
1.5,2.1,2.2,0,0,0
1.7,3.1,2.2,0,0,4
2.5,24.0,2.2,1,0,5
2.5,0.9716796875,2.2,1,0,0
2.5,0.9921875,2.2,0,0,3
2.5,4.8,2.2,1,0,0
2.2,46.0,2.2,0,0,4
1.9,16.0,2.2,0,0,2
2.2,8.7,2.2,0,0,3
1.4,5.7,2.2,0,0,0
2.4,10.0,2.2,0,0,0
1.4,77.0,2.2,0,0,0
2.1,33.0,2.2,0,0,5
2.4,58.0,2.3,0,1,4
2.5,47.0,2.2,0,0,0
2.0,7.9,2.2,1,0,3
2.7,34.0,2.2,1,0,0
2.7,35.0,2.5,1,0,4
1.7,7.1,2.7,0,0,3
2.1,27.0,2.2,0,0,0
2.5,22.0,2.2,1,0,5
2.4,5.0,2.3,1,0,0
1.6,36.0,2.2,0,0,4
1.4,20.0,2.2,0,0,0
